,lat,Snow_Albedo_Daily_Tile,timestamp
0,60.0,2.067415221982461,959817600000
1,60.5,0.760655254292752,959817600000
2,61.0,0.5730390728972168,959817600000
3,61.5,0.9308998289389347,959817600000
4,62.0,2.2346795043127266,959817600000
5,62.5,3.004816109562797,959817600000
6,63.0,3.040721775087518,959817600000
7,63.5,2.149228487088768,959817600000
8,64.0,1.4168090966924818,959817600000
9,64.5,1.3463687266574467,959817600000
10,65.0,1.7572283351207478,959817600000
11,65.5,2.7925059079922363,959817600000
12,66.0,2.839049270883334,959817600000
13,66.5,2.0790831486348718,959817600000
14,67.0,1.14455538232415,959817600000
15,67.5,1.5972166627011837,959817600000
16,68.0,1.003092883912557,959817600000
17,68.5,0.5107336546571475,959817600000
18,69.0,0.9067123329705575,959817600000
19,69.5,0.8689317832278561,959817600000
20,70.0,0.7858897472563412,959817600000
21,70.5,0.7818711255574952,959817600000
22,71.0,0.33935120681334463,959817600000
23,71.5,0.22900324377450784,959817600000
24,72.0,0.27678194721812,959817600000
25,72.5,-0.03348202442571736,959817600000
26,73.0,-0.08958362632562648,959817600000
27,73.5,-0.6240977464987706,959817600000
28,74.0,-0.6495653301705312,959817600000
29,74.5,-0.4753282710623258,959817600000
30,75.0,-0.2978774955142678,959817600000
31,75.5,-0.46582136570935473,959817600000
32,76.0,-0.3337491837912719,959817600000
33,76.5,-0.5739558903168809,959817600000
34,77.0,-0.43952758401989306,959817600000
35,77.5,0.6256827973939387,959817600000
36,78.0,1.3608993338190902,959817600000
37,78.5,1.5630546131226648,959817600000
38,79.0,1.396909885602313,959817600000
39,79.5,3.258249466373619,959817600000
40,80.0,4.776833849921017,959817600000
41,80.5,7.20393932227603,959817600000
42,81.0,6.106372526790695,959817600000
43,81.5,9.066026182233843,959817600000
44,82.0,10.920184803523803,959817600000
45,82.5,11.183003687637152,959817600000
46,83.0,,959817600000
47,83.5,,959817600000
0,60.0,0.7879390460753111,962409600000
1,60.5,0.14872035292382538,962409600000
2,61.0,0.3053141259552896,962409600000
3,61.5,0.4127864463736365,962409600000
4,62.0,0.8208740922721688,962409600000
5,62.5,0.7360982378686174,962409600000
6,63.0,0.39957303534232,962409600000
7,63.5,-0.27822008456769487,962409600000
8,64.0,-0.18080493568357803,962409600000
9,64.5,0.020825881137717706,962409600000
10,65.0,-0.02251558321019081,962409600000
11,65.5,-0.37306119393154713,962409600000
12,66.0,-0.37529696089731784,962409600000
13,66.5,-0.1133362697887207,962409600000
14,67.0,-0.6084724394075082,962409600000
15,67.5,-0.8677810904992749,962409600000
16,68.0,-0.9722973308764724,962409600000
17,68.5,-0.5880676958887673,962409600000
18,69.0,-0.5030657205685864,962409600000
19,69.5,-0.5365150732753767,962409600000
20,70.0,-0.3577504735201816,962409600000
21,70.5,-0.23397922608172728,962409600000
22,71.0,-0.14760595860279171,962409600000
23,71.5,-0.1147651345920421,962409600000
24,72.0,0.25349232831884694,962409600000
25,72.5,-0.11022812996584616,962409600000
26,73.0,-0.2620496273820572,962409600000
27,73.5,-0.3187203891430645,962409600000
28,74.0,0.17523975135996542,962409600000
29,74.5,0.45952809129451777,962409600000
30,75.0,-0.10986752199438071,962409600000
31,75.5,0.22671309308445478,962409600000
32,76.0,0.24237887142050146,962409600000
33,76.5,0.24604639317328866,962409600000
34,77.0,0.43149519802467456,962409600000
35,77.5,0.8005514219003058,962409600000
36,78.0,0.8797815502304704,962409600000
37,78.5,0.5893323813893377,962409600000
38,79.0,0.4023856948624069,962409600000
39,79.5,1.1672180172375723,962409600000
40,80.0,0.7422246336250006,962409600000
41,80.5,0.163603361067981,962409600000
42,81.0,-0.19095989932248922,962409600000
43,81.5,0.2805846417669471,962409600000
44,82.0,-1.3419408548336624,962409600000
45,82.5,-1.8343683028543851,962409600000
46,83.0,,962409600000
47,83.5,,962409600000
0,60.0,-3.1505632055739805,965088000000
1,60.5,-1.9699994322797012,965088000000
2,61.0,-1.038472828558227,965088000000
3,61.5,-1.1508825738027983,965088000000
4,62.0,-1.567629319668029,965088000000
5,62.5,-0.8879069082437964,965088000000
6,63.0,-0.5276453493022746,965088000000
7,63.5,0.42117465947459476,965088000000
8,64.0,1.63409176617507,965088000000
9,64.5,1.779019635599352,965088000000
10,65.0,1.9611167783955266,965088000000
11,65.5,1.6670805152769013,965088000000
12,66.0,1.921161715616021,965088000000
13,66.5,2.9156801634982874,965088000000
14,67.0,3.019890081522126,965088000000
15,67.5,2.7067890667659524,965088000000
16,68.0,3.1562602102141923,965088000000
17,68.5,4.128737177699823,965088000000
18,69.0,4.419082292397151,965088000000
19,69.5,4.149542392471704,965088000000
20,70.0,4.299840706056144,965088000000
21,70.5,4.574508511125629,965088000000
22,71.0,4.879839367200638,965088000000
23,71.5,4.839295905599226,965088000000
24,72.0,4.327250889937394,965088000000
25,72.5,4.608391811682022,965088000000
26,73.0,4.463982348406356,965088000000
27,73.5,3.9139622294875545,965088000000
28,74.0,4.217169283364949,965088000000
29,74.5,4.809813496708971,965088000000
30,75.0,4.818920721460181,965088000000
31,75.5,5.057916458274159,965088000000
32,76.0,5.055073927365791,965088000000
33,76.5,5.07944001590073,965088000000
34,77.0,4.7757296987636995,965088000000
35,77.5,6.196975263058542,965088000000
36,78.0,6.2022672056867325,965088000000
37,78.5,6.0129495978656875,965088000000
38,79.0,5.448269987351091,965088000000
39,79.5,7.316419001502901,965088000000
40,80.0,7.889663904211876,965088000000
41,80.5,9.352005768136197,965088000000
42,81.0,9.615890596021258,965088000000
43,81.5,10.58557847991132,965088000000
44,82.0,14.661143076858348,965088000000
45,82.5,16.149545419286458,965088000000
46,83.0,,965088000000
47,83.5,,965088000000
0,60.0,2.864010453260845,991353600000
1,60.5,1.4265618597874041,991353600000
2,61.0,1.2717338508291829,991353600000
3,61.5,1.9820768140298306,991353600000
4,62.0,3.2730598904193124,991353600000
5,62.5,4.240759187291899,991353600000
6,63.0,4.000319392139048,991353600000
7,63.5,3.1808687191622202,991353600000
8,64.0,2.3620705426598065,991353600000
9,64.5,2.465168801092102,991353600000
10,65.0,3.1938099709133017,991353600000
11,65.5,4.289501696899208,991353600000
12,66.0,4.566812163050742,991353600000
13,66.5,3.7162163153289374,991353600000
14,67.0,2.484175009809587,991353600000
15,67.5,3.016303727430452,991353600000
16,68.0,2.2720373045765276,991353600000
17,68.5,1.948292531942943,991353600000
18,69.0,2.325335257379201,991353600000
19,69.5,2.041720576016033,991353600000
20,70.0,2.0058908666778006,991353600000
21,70.5,2.442211592063849,991353600000
22,71.0,2.138483989275872,991353600000
23,71.5,1.7610400666222428,991353600000
24,72.0,1.6308879417911806,991353600000
25,72.5,1.132915092908064,991353600000
26,73.0,1.102652141624173,991353600000
27,73.5,0.693159849504446,991353600000
28,74.0,0.4075362164655646,991353600000
29,74.5,0.6908760981053288,991353600000
30,75.0,0.7569621740841643,991353600000
31,75.5,0.3817066653765856,991353600000
32,76.0,0.782818654927893,991353600000
33,76.5,0.9547776557714008,991353600000
34,77.0,1.1154899701610246,991353600000
35,77.5,2.3372254712659593,991353600000
36,78.0,3.409476112157081,991353600000
37,78.5,3.945508115958664,991353600000
38,79.0,4.320855816858845,991353600000
39,79.5,6.561116525352809,991353600000
40,80.0,10.408554809917941,991353600000
41,80.5,14.535677221183914,991353600000
42,81.0,14.014541209171597,991353600000
