,lat,Snow_Albedo_Daily_Tile,timestamp
0,60.0,6.836494919938204,951868800000
1,60.5,6.111955427628029,951868800000
2,61.0,5.903837284323328,951868800000
3,61.5,6.603675568822663,951868800000
4,62.0,7.703272075727402,951868800000
5,62.5,8.584701539284607,951868800000
6,63.0,9.080392184949753,951868800000
7,63.5,8.276007823640954,951868800000
8,64.0,7.741280625122661,951868800000
9,64.5,7.866241509249461,951868800000
10,65.0,8.039989943314337,951868800000
11,65.5,8.727341771958406,951868800000
12,66.0,8.796742067052811,951868800000
13,66.5,8.088168265314135,951868800000
14,67.0,7.2372639761354325,951868800000
15,67.5,7.884742504882783,951868800000
16,68.0,7.473648108748243,951868800000
17,68.5,6.845204736039432,951868800000
18,69.0,6.871848785112051,951868800000
19,69.5,6.749640633304236,951868800000
20,70.0,6.856045336976437,951868800000
21,70.5,6.986129875904636,951868800000
22,71.0,6.746322762933648,951868800000
23,71.5,6.577811359836381,951868800000
24,72.0,6.515986302692243,951868800000
25,72.5,6.258302815130859,951868800000
26,73.0,6.038215788576626,951868800000
27,73.5,5.5306608500387195,951868800000
28,74.0,5.308268178419957,951868800000
29,74.5,5.679167899895468,951868800000
30,75.0,5.364698267029306,951868800000
31,75.5,4.948970562484768,951868800000
32,76.0,5.200803643781232,951868800000
33,76.5,4.741361849667799,951868800000
34,77.0,4.483041410027915,951868800000
35,77.5,4.937405871498124,951868800000
36,78.0,5.415812993435869,951868800000
37,78.5,5.248863389017382,951868800000
38,79.0,4.866808346341618,951868800000
39,79.5,5.942951051141857,951868800000
40,80.0,7.619326321628715,951868800000
41,80.5,9.468074452455445,951868800000
42,81.0,8.790421377841575,951868800000
43,81.5,10.96658773931707,951868800000
44,82.0,11.21562847560744,951868800000
45,82.5,8.692752705391019,951868800000
46,83.0,,951868800000
47,83.5,,951868800000
0,60.0,-1.665472026320202,954547200000
1,60.5,-2.5135862871857295,954547200000
2,61.0,-2.312507982116436,954547200000
3,61.5,-1.5782266070118602,954547200000
4,62.0,-1.0764640909841665,954547200000
5,62.5,-0.45637316692020063,954547200000
6,63.0,0.06947779903463866,954547200000
7,63.5,-0.9597841089087602,954547200000
8,64.0,-1.4790079926160196,954547200000
9,64.5,-1.3655836936986225,954547200000
10,65.0,-0.6743545522001915,954547200000
11,65.5,0.285750197962436,954547200000
12,66.0,0.4196214242003945,954547200000
13,66.5,0.338051262748753,954547200000
14,67.0,0.12885504706079623,954547200000
15,67.5,0.9359132726582644,954547200000
16,68.0,0.7991350361025793,954547200000
17,68.5,0.4320486489148744,954547200000
18,69.0,1.0493371229052937,954547200000
19,69.5,0.8965405650747487,954547200000
20,70.0,0.8968002732934958,954547200000
21,70.5,1.3265448859305808,954547200000
22,71.0,1.0752300467501499,954547200000
23,71.5,1.4927645201452806,954547200000
24,72.0,1.817875321868507,954547200000
25,72.5,1.7067053921471718,954547200000
26,73.0,1.8943897062278694,954547200000
27,73.5,2.0102149111373353,954547200000
28,74.0,2.50242017724125,954547200000
29,74.5,2.808896452617004,954547200000
30,75.0,3.2168521643991,954547200000
31,75.5,3.063841200129156,954547200000
32,76.0,3.5120777281738698,954547200000
33,76.5,3.96062089223938,954547200000
34,77.0,3.921613121301141,954547200000
35,77.5,4.669433950234461,954547200000
36,78.0,5.588387012322473,954547200000
37,78.5,5.550489795057742,954547200000
38,79.0,5.381974705169275,954547200000
39,79.5,6.12266427943781,954547200000
40,80.0,7.579564311925423,954547200000
41,80.5,9.063798370166174,954547200000
42,81.0,8.549479098851199,954547200000
43,81.5,9.64103647653752,954547200000
44,82.0,10.796730850932196,954547200000
45,82.5,10.23716610952806,954547200000
46,83.0,,954547200000
47,83.5,,954547200000
0,60.0,-4.465561996733491,957139200000
1,60.5,-4.9709884652257985,957139200000
2,61.0,-4.980835474041966,957139200000
3,61.5,-5.0235368425329945,957139200000
4,62.0,-4.50612294050299,957139200000
5,62.5,-4.01421454470579,957139200000
6,63.0,-3.4493694561021617,957139200000
7,63.5,-3.9470506050204506,957139200000
8,64.0,-4.558772260933151,957139200000
9,64.5,-4.371752765683866,957139200000
10,65.0,-4.156817267456244,957139200000
11,65.5,-3.395239622595594,957139200000
12,66.0,-3.104832880026681,957139200000
13,66.5,-3.885402514626555,957139200000
14,67.0,-4.447725506512201,957139200000
15,67.5,-4.149529771143721,957139200000
16,68.0,-4.434181520930929,957139200000
17,68.5,-4.750143504442444,957139200000
18,69.0,-4.379704730801941,957139200000
19,69.5,-4.555396348057497,957139200000
20,70.0,-4.618628404479151,957139200000
21,70.5,-4.570074483915148,957139200000
22,71.0,-4.696291443338105,957139200000
23,71.5,-4.735440392016599,957139200000
24,72.0,-4.54664637863612,957139200000
25,72.5,-4.5454307988850084,957139200000
26,73.0,-4.40277015579742,957139200000
27,73.5,-4.407506188600378,957139200000
28,74.0,-4.228133161845867,957139200000
29,74.5,-3.941703864098562,957139200000
30,75.0,-3.6291080179119004,957139200000
31,75.5,-3.9487076835572776,957139200000
32,76.0,-3.9032880031902044,957139200000
33,76.5,-3.511158968046968,957139200000
34,77.0,-3.291378345970342,957139200000
35,77.5,-2.8155660256081396,957139200000
36,78.0,-2.133157499516116,957139200000
37,78.5,-1.8552427148689483,957139200000
38,79.0,-1.4012066720744505,957139200000
39,79.5,-0.2242578325338786,957139200000
40,80.0,2.1187767459766245,957139200000
41,80.5,4.414824516973661,957139200000
42,81.0,4.624484043710531,957139200000
43,81.5,6.924364796440452,957139200000
44,82.0,8.926743957949896,957139200000
45,82.5,9.494385793194711,957139200000
46,83.0,,957139200000
47,83.5,,957139200000
0,60.0,-9.587796189302892,959817600000
1,60.5,-9.860726647201238,959817600000
2,61.0,-9.690793772724081,959817600000
3,61.5,-9.776406313425761,959817600000
4,62.0,-9.669049544300263,959817600000
5,62.5,-9.567110768544923,959817600000
6,63.0,-9.375683091275818,959817600000
7,63.5,-8.963739874349868,959817600000
8,64.0,-8.603949332316676,959817600000
9,64.5,-8.532501909210852,959817600000
10,65.0,-8.499661854897568,959817600000
11,65.5,-8.017805805908438,959817600000
12,66.0,-7.73392550359731,959817600000
13,66.5,-7.4214910594552155,959817600000
14,67.0,-7.527285371881301,959817600000
15,67.5,-7.690604546969679,959817600000
16,68.0,-7.723738413913612,959817600000
17,68.5,-7.676596732173117,959817600000
18,69.0,-7.4874760898172195,959817600000
19,69.5,-7.46470231771271,959817600000
20,70.0,-7.288771031588,959817600000
21,70.5,-7.426085128625535,959817600000
22,71.0,-7.605026703958544,959817600000
23,71.5,-7.606384073348225,959817600000
24,72.0,-7.465956032983441,959817600000
25,72.5,-7.625470121294216,959817600000
26,73.0,-7.454902583754868,959817600000
27,73.5,-7.372436787680888,959817600000
28,74.0,-7.332735000855092,959817600000
29,74.5,-7.4323280787653285,959817600000
30,75.0,-7.33442435851657,959817600000
31,75.5,-7.09477181523642,959817600000
32,76.0,-7.138544289345191,959817600000
33,76.5,-7.216336045599076,959817600000
34,77.0,-6.930994304891307,959817600000
35,77.5,-6.5196642675218115,959817600000
36,78.0,-6.46151743418283,959817600000
37,78.5,-6.001404500302647,959817600000
38,79.0,-6.016533193827963,959817600000
39,79.5,-5.155057751159951,959817600000
40,80.0,-5.940495027040653,959817600000
41,80.5,-5.878104541485836,959817600000
42,81.0,-6.152881041363045,959817600000
43,81.5,-5.158322361635528,959817600000
44,82.0,-4.722783430886124,959817600000
45,82.5,-3.996801834581983,959817600000
46,83.0,,959817600000
47,83.5,,959817600000
0,60.0,-10.866807894933329,962409600000
1,60.5,-10.472169928962732,962409600000
2,61.0,-9.958473767299376,962409600000
3,61.5,-10.294500087360118,962409600000
4,62.0,-11.082790737893824,962409600000
5,62.5,-11.834023882891486,962409600000
6,63.0,-12.013008202098689,962409600000
7,63.5,-11.390794617339083,962409600000
8,64.0,-10.201630450570939,962409600000
9,64.5,-9.857772767717295,962409600000
10,65.0,-10.277826838249924,962409600000
11,65.5,-11.17507039477162,962409600000
12,66.0,-10.943782861941672,962409600000
13,66.5,-9.612081656942973,962409600000
14,67.0,-9.27686695067891,962409600000
15,67.5,-10.150179327162512,962409600000
16,68.0,-9.697024167433074,962409600000
17,68.5,-8.77459369769451,962409600000
18,69.0,-8.89471515361278,962409600000
19,69.5,-8.868610360332662,962409600000
20,70.0,-8.431599460209942,962409600000
21,70.5,-8.441397224912333,962409600000
22,71.0,-8.092102538360553,962409600000
23,71.5,-7.950658704210319,962409600000
24,72.0,-7.489319724812235,962409600000
25,72.5,-7.701840218236176,962409600000
26,73.0,-7.6255534573452595,962409600000
27,73.5,-7.0669509719714085,962409600000
28,74.0,-6.5074840082878325,962409600000
29,74.5,-6.4962178804724635,962409600000
30,75.0,-7.145288489415134,962409600000
31,75.5,-6.39881635884048,962409600000
32,76.0,-6.562290041660774,962409600000
33,76.5,-6.393533207711734,962409600000
34,77.0,-6.053396040759811,962409600000
35,77.5,-6.339222695682221,962409600000
36,78.0,-6.938995253480838,962409600000
37,78.5,-6.967144157235674,962409600000
38,79.0,-7.008149586105878,962409600000
39,79.5,-7.242411087582068,962409600000
40,80.0,-9.962464733560628,962409600000
41,80.5,-12.91746397831271,962409600000
42,81.0,-12.45855260043925,962409600000
43,81.5,-13.915797741655338,962409600000
44,82.0,-16.962338583425527,962409600000
45,82.5,-16.985088143697105,962409600000
46,83.0,,962409600000
47,83.5,,962409600000
0,60.0,-14.804552745015613,965088000000
1,60.5,-12.589190254621153,965088000000
2,61.0,-11.302175271991242,965088000000
3,61.5,-11.858077048310786,965088000000
4,62.0,-13.470656601279563,965088000000
5,62.5,-13.453533421563314,965088000000
6,63.0,-12.9414036395223,965088000000
7,63.5,-10.691482008721797,965088000000
8,64.0,-8.383870568909487,965088000000
9,64.5,-8.099358752853343,965088000000
10,65.0,-8.295868475485666,965088000000
11,65.5,-9.139820603892298,965088000000
12,66.0,-8.64918092755483,965088000000
13,66.5,-6.581754388284345,965088000000
14,67.0,-5.649757518072672,965088000000
15,67.5,-6.576653823796007,965088000000
16,68.0,-5.567468007214655,965088000000
17,68.5,-4.057429412142525,965088000000
18,69.0,-3.9725299342757565,965088000000
19,69.5,-4.1788895089289415,965088000000
20,70.0,-3.774622509633435,965088000000
21,70.5,-3.6307204972407146,965088000000
22,71.0,-3.0629731854567175,965088000000
23,71.5,-2.991043620494459,965088000000
24,72.0,-3.4136216964499244,965088000000
25,72.5,-2.9831684308573547,965088000000
26,73.0,-2.8999661987881216,965088000000
27,73.5,-2.83413326390032,965088000000
28,74.0,-2.465320032106545,965088000000
29,74.5,-2.146298582165778,965088000000
30,75.0,-2.212473300936132,965088000000
31,75.5,-1.5666239224780647,965088000000
32,76.0,-1.7477862343570845,965088000000
33,76.5,-1.5580692949115993,965088000000
34,77.0,-1.7135677257854438,965088000000
35,77.5,-0.947245707743094,965088000000
