lat,lon,system:index
79.98668137245309,-28.057591321300585,00000000000000000000
79.73167430140863,-28.492701483893722,00000000000000000001
79.09636833791998,-29.484802418173842,00000000000000000002
78.9475101674528,-29.700168080853175,00000000000000000003
78.2237623936701,-30.667244540021354,00000000000000000004
76.6012159160496,-32.44612710057568,00000000000000000005
75.3690994084667,-33.528270662428035,00000000000000000006
74.58412371811913,-34.12611571796668,00000000000000000007
74.2082839267284,-34.39104874795611,00000000000000000008
74.04403293942472,-34.502865165972324,00000000000000000009
73.25349229096246,-35.0100388606902,0000000000000000000a
72.86669202918235,-35.24098908155132,0000000000000000000b
72.51894903352937,-35.439824856625535,0000000000000000000c
71.99338154696605,-35.72567107055562,0000000000000000000d
71.12094950765723,-36.16485239241056,0000000000000000000e
71.03487548002256,-36.20598314052755,0000000000000000000f
70.40772075325962,-36.49473222924344,00000000000000000010
68.62183740405139,-37.22404942024188,00000000000000000011
67.02480144355765,-37.78034457216452,00000000000000000012
79.81865352655714,-28.32994429544295,00000000000000000013
75.10135268571254,-33.72812311254243,00000000000000000014
74.67267254683847,-34.05086392858873,00000000000000000015
72.25149661144474,-35.57804807108025,00000000000000000016
71.82059138114501,-35.80688021894098,00000000000000000017
71.17327705851942,-36.13085620597909,00000000000000000018
67.10428491983531,-37.747302633358494,00000000000000000019
66.51832782770515,-37.934023030870485,0000000000000000001a
76.36930252936092,-32.64032986965535,0000000000000000001b
71.53115113176582,-35.94557609810737,0000000000000000001c
70.14346996573137,-36.59425044655424,0000000000000000001d
69.85801615269398,-36.716581424854475,0000000000000000001e
67.37383757851612,-37.650901327684046,0000000000000000001f
79.35008672876,-29.055047635945893,00000000000000000020
79.27304683985962,-29.17323610936747,00000000000000000021
78.59202171326999,-30.146176286420943,00000000000000000022
77.9587223452554,-30.94915336772126,00000000000000000023
77.57915474538397,-31.390096034492313,00000000000000000024
76.78271024712694,-32.231037902161674,00000000000000000025
73.92835493989622,-34.549056993784966,00000000000000000026
73.83927993725258,-34.60804198251996,00000000000000000027
72.78457768328315,-35.25965933766211,00000000000000000028
72.62879898798101,-35.3491401185016,00000000000000000029
78.8534900217409,-29.77186150759047,0000000000000000002a
76.43200640837448,-32.55693576175381,0000000000000000002b
75.99553176085898,-32.95427733842426,0000000000000000002c
75.55604276103136,-33.32967121970966,0000000000000000002d
74.28970265286327,-34.29217710029806,0000000000000000002e
70.05118441032924,-36.617598299670085,0000000000000000002f
68.96587934583,-37.06178719200804,00000000000000000030
68.69493990672157,-37.16561736003753,00000000000000000031
68.10387714388521,-37.3832304096478,00000000000000000032
68.01832483107381,-37.413757415459685,00000000000000000033
66.42661303723787,-37.94150986153922,00000000000000000034
80.2505442181897,-27.493657729273394,00000000000000000035
78.10679571393716,-30.740717148078982,00000000000000000036
77.66649961681887,-31.263609174010263,00000000000000000037
76.98415013721636,-32.002335068231474,00000000000000000038
74.8263822192518,-33.89311431062097,00000000000000000039
73.61281557205123,-34.734729502549406,0000000000000000003a
73.48757725986415,-34.81446714758712,0000000000000000003b
73.41243694801254,-34.86172024145049,0000000000000000003c
72.07727953328661,-35.63480796838956,0000000000000000003d
69.49399743819592,-36.84345622712817,0000000000000000003e
69.4330905769069,-36.8682800426927,0000000000000000003f
81.3713793998828,-25.099312204918252,00000000000000000040
79.5263862071101,-28.728614684227324,00000000000000000041
78.47105521989211,-30.26226006414529,00000000000000000042
77.77387031108479,-31.12578727865036,00000000000000000043
77.14171247293987,-31.82573683011081,00000000000000000044
74.37493836949989,-34.21095011550849,00000000000000000045
74.1327779685904,-34.37954872633928,00000000000000000046
73.75981429737914,-34.62927622173646,00000000000000000047
70.21113236511636,-36.53128793967958,00000000000000000048
69.33858884828122,-36.89851720693612,00000000000000000049
66.9538972777068,-37.76044806326405,0000000000000000004a
78.7298614450341,-29.898504436609397,0000000000000000004b
77.25481311205948,-31.692458758724367,0000000000000000004c
76.88848012411468,-32.073863508229806,0000000000000000004d
73.0719801234809,-35.050844094430296,0000000000000000004e
66.75272493368058,-37.8180284351672,0000000000000000004f
75.90417369847599,-32.98655677095016,00000000000000000050
72.35669126439659,-35.45449529909137,00000000000000000051
80.32353524333355,-27.285110032104782,00000000000000000052
78.38046412289032,-30.336539769493605,00000000000000000053
78.02650959946988,-30.782258133492885,00000000000000000054
77.41988903305804,-31.4862342532046,00000000000000000055
74.73514009349618,-33.917224670016964,00000000000000000056
73.31583944189174,-34.88186646000996,00000000000000000057
73.12386176423773,-34.99976063276201,00000000000000000058
69.94937867417802,-36.62005972345159,00000000000000000059
69.78869942681816,-36.68849354731882,0000000000000000005a
69.60315177288322,-36.7661755467709,0000000000000000005b
68.43057318256594,-37.22619424784859,0000000000000000005c
68.1655063795449,-37.32334468250003,0000000000000000005d
67.92543729702948,-37.40932506901256,0000000000000000005e
67.2997228599068,-37.624900309441394,0000000000000000005f
79.01156961318661,-29.45262108587113,00000000000000000060
77.3360445559501,-31.56473226814946,00000000000000000061
76.5477780490251,-32.37192765904634,00000000000000000062
76.27826552225378,-32.626190060214874,00000000000000000063
75.7222423754954,-33.119861596942926,00000000000000000064
75.02677422059365,-33.684869832324,00000000000000000065
73.6798581563898,-34.64040167886481,00000000000000000066
72.71447169652087,-35.23271744909719,00000000000000000067
71.6331530683634,-35.821697811741586,00000000000000000068
70.85016167798463,-36.20645134613816,00000000000000000069
70.76136759870737,-36.248099349977345,0000000000000000006a
70.65871909245703,-36.295771599339744,0000000000000000006b
70.29818739498278,-36.459251162161166,0000000000000000006c
69.65812802977115,-36.7351803353484,0000000000000000006d
68.79767759499298,-37.079855469476605,0000000000000000006e
66.86170536342681,-37.76179025268114,0000000000000000006f
66.59495747930862,-37.84694124639773,00000000000000000070
79.44546244119215,-28.77617545606339,00000000000000000071
77.86735090556923,-30.94597402867015,00000000000000000072
77.0690960122845,-31.836295981405367,00000000000000000073
76.0886600863602,-32.786949571393706,00000000000000000074
75.62709853631802,-33.188745790016554,00000000000000000075
75.20428211532924,-33.53445097648811,00000000000000000076
71.89665472691469,-35.67551510190647,00000000000000000077
71.7354983557421,-35.75986345743345,00000000000000000078
71.37161787337669,-35.944916151151446,00000000000000000079
70.57784883575174,-36.32443916001233,0000000000000000007a
70.48355222577452,-36.36746948517809,0000000000000000007b
69.05443263365038,-36.97208791521692,0000000000000000007c
67.75095267280814,-37.45584687030316,0000000000000000007d
80.05047773122475,-27.736968578254668,0000000000000000007e
76.7214912487642,-32.17703818840444,0000000000000000007f
75.47076691248526,-33.30739355084665,00000000000000000080
71.26010467423212,-35.991330934016766,00000000000000000081
69.23107546278159,-36.89391095554791,00000000000000000082
68.35764012573577,-37.230305539019874,00000000000000000083
67.66236371217933,-37.479310660046394,00000000000000000084
67.47220088865407,-37.54474350890466,00000000000000000085
67.19676667568378,-37.637595370140566,00000000000000000086
78.65917131603383,-29.90518862908851,00000000000000000087
78.29191083506991,-30.392505946815398,00000000000000000088
74.9249417298361,-33.72981311184167,00000000000000000089
74.47138872528592,-34.06688547867377,0000000000000000008a
75.82833330775898,-32.98125044069656,0000000000000000008b
72.97676493868666,-35.0393396137124,0000000000000000008c
72.41781662163721,-35.36370800164321,0000000000000000008d
71.47304012683733,-35.8671940197899,0000000000000000008e
70.93168742254478,-36.13309467470793,0000000000000000008f
69.12793199631433,-36.91926986323887,00000000000000000090
68.53640102786736,-37.148307129748055,00000000000000000091
67.8187889771342,-37.40978881552212,00000000000000000092
66.68704683426438,-37.78956153404201,00000000000000000093
80.38645761829873,-27.056576644014626,00000000000000000094
80.16543335638258,-27.474978554960504,00000000000000000095
79.88650320818638,-27.975691012251946,00000000000000000096
79.60970005119268,-28.444846411388145,00000000000000000097
79.19763006374268,-29.096958726747232,00000000000000000098
77.49902024035251,-31.31706041833792,00000000000000000099
76.16406348517397,-32.670040859974456,0000000000000000009a
75.25765309583792,-33.44639710798572,0000000000000000009b
72.16994857137932,-35.491670824573944,0000000000000000009c
68.89526502154763,-37.00306974933628,0000000000000000009d
68.25711415158689,-37.244538989582466,0000000000000000009e
67.5565358668779,-37.49385178858168,0000000000000000009f
76.9555450039585,-31.68172570248872,000000000000000000a0
74.71968484924496,-33.67654023155616,000000000000000000a1
71.10137851313367,-35.893386779377835,000000000000000000a2
69.68516801855925,-36.544781179467314,000000000000000000a3
67.71013406176489,-37.31489468600374,000000000000000000a4
66.8264383331951,-37.617043373385236,000000000000000000a5
78.28013434918776,-30.116937960813488,000000000000000000a6
77.77176115628652,-30.75340329057604,000000000000000000a7
77.29849000687798,-31.298867286039858,000000000000000000a8
76.35569781204687,-32.27001044536878,000000000000000000a9
71.26187047824928,-35.80447230437212,000000000000000000aa
67.38743783672912,-37.42067348119359,000000000000000000ab
67.0241147419954,-37.54430205790037,000000000000000000ac
80.203429356459,-27.06864297146524,000000000000000000ad
80.13800096670178,-27.192186825252016,000000000000000000ae
79.17437585174896,-28.831285485982928,000000000000000000af
78.4559611628262,-29.868552654833397,000000000000000000b0
78.36769771657428,-29.986852605781312,000000000000000000b1
77.04569910905708,-31.560402481026564,000000000000000000b2
76.0718983255003,-32.523951791261474,000000000000000000b3
74.20973313457077,-34.029959662850175,000000000000000000b4
72.24714452881658,-35.271239623097905,000000000000000000b5
71.36687784895688,-35.74238378130394,000000000000000000b6
69.21401940125216,-36.72587865055091,000000000000000000b7
67.91337988778096,-37.227068231655075,000000000000000000b8
67.28244384332469,-37.449559537817805,000000000000000000b9
74.90705627551074,-33.499103682437436,000000000000000000ba
74.4455393164791,-33.84872841873497,000000000000000000bb
74.1063132038382,-34.09258327804477,000000000000000000bc
73.92001642092629,-34.22207111353578,000000000000000000bd
73.20546777261684,-34.691797277606824,000000000000000000be
71.54406914751766,-35.6421788624309,000000000000000000bf
70.80602549575762,-36.01127649302884,000000000000000000c0
68.53660614651582,-36.9867940304912,000000000000000000c1
68.23572830293456,-37.10084891723622,000000000000000000c2
68.18606283540129,-37.119376482113296,000000000000000000c3
68.07019755362855,-37.16226857514639,000000000000000000c4
67.4638177786736,-37.379565028581865,000000000000000000c5
80.38679205087774,-26.676857434707383,000000000000000000c6
79.67181532886717,-27.991654594023277,000000000000000000c7
79.6170620270319,-28.08453766896656,000000000000000000c8
79.07662343845533,-28.94934910457501,000000000000000000c9
77.66456436696167,-30.83942380899807,000000000000000000ca
77.38783255558482,-31.158784626445865,000000000000000000cb
76.77825560517455,-31.81392021231918,000000000000000000cc
75.54571102389053,-32.96624556565171,000000000000000000cd
75.27061124349923,-33.19662948067904,000000000000000000ce
72.87696133890843,-34.88472920288627,000000000000000000cf
70.3675888437786,-36.20890831081861,000000000000000000d0
68.79584490446,-36.87814357422293,000000000000000000d1
80.46744827073246,-26.497271598880904,000000000000000000d2
79.86788200218719,-27.633397038086276,000000000000000000d3
78.18059829547275,-30.18834600508338,000000000000000000d4
76.59179383552366,-31.9895463664102,000000000000000000d5
76.49747493004118,-32.08282630134723,000000000000000000d6
73.74657522635145,-34.31936423942091,000000000000000000d7
70.44752714836373,-36.163514662094535,000000000000000000d8
79.93804595726316,-27.49059432684967,000000000000000000d9
77.13170179107489,-31.41549061499168,000000000000000000da
73.6654240462798,-34.36351379895109,000000000000000000db
71.17915415370787,-35.801850352952705,000000000000000000dc
70.71597840908433,-36.0285688869141,000000000000000000dd
70.00106857358956,-36.35782890870054,000000000000000000de
79.25822924705902,-28.620873884573975,000000000000000000df
78.54042099587951,-29.67907207376932,000000000000000000e0
77.21689291670098,-31.309203482281745,000000000000000000e1
76.86501633437145,-31.685854830064216,000000000000000000e2
75.449470245854,-33.0131909815424,000000000000000000e3
75.33277557128532,-33.11097014944235,000000000000000000e4
74.3599379535561,-33.868451022694366,000000000000000000e5
72.05310674647588,-35.332748463029134,000000000000000000e6
69.47475195804924,-36.57748868569434,000000000000000000e7
69.1373496177392,-36.71754904978307,000000000000000000e8
67.96663939076332,-37.1702949570426,000000000000000000e9
67.8067404860878,-37.22842825747636,000000000000000000ea
67.211802764436,-37.4375868514893,000000000000000000eb
67.11273491633159,-37.471364541969145,000000000000000000ec
78.00170362030956,-30.373122234536073,000000000000000000ed
77.47366133266155,-31.007108304112904,000000000000000000ee
75.00427805577903,-33.36671743126169,000000000000000000ef
74.82083955664237,-33.510817740904855,000000000000000000f0
74.65683827899768,-33.63668478634046,000000000000000000f1
74.02856431787032,-34.094634464529356,000000000000000000f2
71.80827534403538,-35.457041445792896,000000000000000000f3
71.43631051146009,-35.653175005628704,000000000000000000f4
70.08884597782665,-36.30205001362299,000000000000000000f5
69.83687109549854,-36.41373265860759,000000000000000000f6
66.95007136900294,-37.51905908683682,000000000000000000f7
78.73443202361389,-29.376473017181436,000000000000000000f8
75.72328134604085,-32.75380507326345,000000000000000000f9
73.59158133283472,-34.382032445626045,000000000000000000fa
73.06068076141146,-34.72302436228411,000000000000000000fb
72.68274073342455,-34.95290885799346,000000000000000000fc
72.49380862179005,-35.06407424725586,000000000000000000fd
72.41880208297003,-35.107541564324855,000000000000000000fe
70.90321160321749,-35.912190808520215,000000000000000000ff
69.3328633625286,-36.62094708456122,00000000000000000100
80.03009518030944,-27.253356773503192,00000000000000000101
78.9619531957649,-29.028373293444183,00000000000000000102
78.12174262066831,-30.192212045696714,00000000000000000103
76.22794010776458,-32.2809664566571,00000000000000000104
75.80321073242386,-32.67121806265257,00000000000000000105
74.30547895239036,-33.87603595358628,00000000000000000106
70.17662784116479,-36.24576278102534,00000000000000000107
69.77513484141357,-36.42430964630637,00000000000000000108
68.60013941832531,-36.90830493374843,00000000000000000109
79.78077792220918,-27.685470420188413,0000000000000000010a
78.82643665564963,-29.213029127168426,0000000000000000010b
77.90286764545992,-30.453930063826615,0000000000000000010c
76.43262176431986,-32.071544775682014,0000000000000000010d
75.98584659337091,-32.4943433602666,0000000000000000010e
74.53842239142237,-33.69337333803291,0000000000000000010f
72.77622578701003,-34.877639232211294,00000000000000000110
71.88183267501303,-35.38976252909849,00000000000000000111
67.52695419048933,-37.29885084041344,00000000000000000112
66.74552794458032,-37.56576817037165,00000000000000000113
80.57505083825318,-26.147874276737102,00000000000000000114
79.52552114150572,-28.106034995145215,00000000000000000115
78.62752061675647,-29.48288054561981,00000000000000000116
75.89639702623877,-32.56376710456769,00000000000000000117
71.63429905733413,-35.513578388049524,00000000000000000118
71.00448224724228,-35.83624339937793,00000000000000000119
68.93910690310511,-36.75853710666635,0000000000000000011a
68.88937008995498,-36.77851833848684,0000000000000000011b
68.69324544832126,-36.85640545658738,0000000000000000011c
68.44751330746799,-36.95199074676905,0000000000000000011d
79.4370481175043,-28.23621399129952,0000000000000000011e
79.33838604759576,-28.396737170122517,0000000000000000011f
76.13448626788649,-32.332446778319124,00000000000000000120
73.84520608255262,-34.16973464447148,00000000000000000121
72.96695937547014,-34.74182839142648,00000000000000000122
71.96418335326807,-35.32630060290585,00000000000000000123
70.62697475205755,-36.010986651460364,00000000000000000124
69.58847687131633,-36.48061025620717,00000000000000000125
69.4031387951309,-36.55943378552893,00000000000000000126
69.02989865965432,-36.713937177929786,00000000000000000127
68.3560482266597,-36.97939192274247,00000000000000000128
80.2717115708904,-26.723771636890692,00000000000000000129
77.56907717700318,-30.814684716353554,0000000000000000012a
76.6691726161041,-31.797920957739414,0000000000000000012b
75.59807870666219,-32.804576397857986,0000000000000000012c
75.18143368153137,-33.15611408850744,0000000000000000012d
75.08696762571412,-33.23303358167938,0000000000000000012e
73.50002707000537,-34.39180233603415,0000000000000000012f
73.14151980440938,-34.62301564385742,00000000000000000130
72.59415177279574,-34.95747943657324,00000000000000000131
72.32749307069862,-35.11284789457845,00000000000000000132
78.8700600412555,-29.08756785992867,00000000000000000133
